network,platform,latitude,longitude,date,sea_water_turbidity,qcFlag 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T10:00:00Z,1.44,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T10:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T10:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T11:00:00Z,2.84,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T11:00:00Z,1.59,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T11:00:00Z,3.09,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T11:00:00Z,1.26,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T11:45:00Z,25.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T11:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T12:00:00Z,2.94,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T12:00:00Z,1.87,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T12:00:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T12:00:00Z,1.15,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T12:45:00Z,3.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaeswq,29.8580,-84.8752,2018-08-07T12:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T12:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T13:00:00Z,2.9,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T13:00:00Z,2.0,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T13:00:00Z,3.21,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T13:00:00Z,1.2,1111122 
NERRS,ioos:station:NOAA.NERRS:rkbmbwq,25.9343,-81.5946,2018-08-07T13:15:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apacpwq,29.7021,-84.8802,2018-08-07T13:30:00Z,10.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T13:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T13:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T14:00:00Z,2.67,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T14:00:00Z,1.87,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T14:00:00Z,2.81,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T14:00:00Z,1.3,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T14:45:00Z,24.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkbfuwq,25.9005,-81.5159,2018-08-07T14:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T14:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T15:00:00Z,2.66,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T15:00:00Z,1.88,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T15:00:00Z,3.06,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T15:00:00Z,2.78,1111122 
NERRS,ioos:station:NOAA.NERRS:apadbwq,29.6747,-85.0583,2018-08-07T15:30:00Z,13.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T15:45:00Z,26.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T15:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T16:00:00Z,2.6,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T16:00:00Z,1.68,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T16:00:00Z,2.87,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T16:00:00Z,1.54,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T16:45:00Z,21.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T16:45:00Z,7.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T17:00:00Z,2.65,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T17:00:00Z,1.51,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T17:00:00Z,3.42,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T17:00:00Z,1.46,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T17:45:00Z,27.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T17:45:00Z,9.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T18:00:00Z,2.47,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T18:00:00Z,1.69,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T18:00:00Z,2.73,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T18:00:00Z,1.43,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T18:45:00Z,33.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T18:45:00Z,8.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T19:00:00Z,2.3,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T19:00:00Z,1.97,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T19:00:00Z,4.15,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T19:00:00Z,1.44,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T19:45:00Z,33.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T19:45:00Z,8.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T20:00:00Z,2.32,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T20:00:00Z,2.66,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T20:00:00Z,3.66,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T20:00:00Z,1.46,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T20:45:00Z,27.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T20:45:00Z,9.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T21:00:00Z,2.4,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T21:00:00Z,2.03,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T21:00:00Z,3.46,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T21:00:00Z,1.43,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T21:45:00Z,30.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T21:45:00Z,8.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-07T22:00:00Z,2.29,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-07T22:00:00Z,2.11,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-07T22:00:00Z,4.29,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-07T22:00:00Z,1.5,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T22:45:00Z,21.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T22:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-07T23:45:00Z,25.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-07T23:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T00:45:00Z,17.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T00:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T01:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T01:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T02:45:00Z,17.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T02:45:00Z,4.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T03:45:00Z,12.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T03:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T04:00:00Z,3.27,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T04:00:00Z,2.41,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T04:00:00Z,3.5,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T04:00:00Z,1.48,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T04:45:00Z,17.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T04:45:00Z,10.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T05:00:00Z,7.36,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T05:00:00Z,2.51,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T05:00:00Z,2.98,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T05:00:00Z,1.45,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T05:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T05:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T06:00:00Z,3.41,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T06:00:00Z,2.95,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T06:00:00Z,3.13,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T06:00:00Z,1.66,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T06:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T06:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T07:00:00Z,3.24,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T07:00:00Z,2.22,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T07:00:00Z,2.93,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T07:00:00Z,2.03,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T07:45:00Z,16.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T07:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T08:00:00Z,2.95,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T08:00:00Z,1.98,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T08:00:00Z,2.8,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T08:00:00Z,1.67,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T08:45:00Z,15.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T08:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T09:00:00Z,2.55,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T09:00:00Z,1.62,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T09:00:00Z,4.1,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T09:00:00Z,1.8,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T09:45:00Z,16.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T09:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T10:00:00Z,2.51,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T10:00:00Z,1.51,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T10:00:00Z,3.17,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T10:00:00Z,2.17,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T10:45:00Z,17.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T10:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T11:00:00Z,2.45,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T11:00:00Z,1.36,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T11:00:00Z,4.27,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T11:00:00Z,2.17,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T11:45:00Z,26.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T11:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T12:00:00Z,3.2,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T12:00:00Z,1.75,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T12:00:00Z,3.24,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T12:00:00Z,1.79,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T12:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T12:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T13:00:00Z,2.91,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T13:00:00Z,1.98,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T13:00:00Z,3.46,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T13:00:00Z,1.92,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T13:45:00Z,25.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T13:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T14:00:00Z,3.13,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T14:00:00Z,3.08,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T14:00:00Z,3.2,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T14:00:00Z,1.71,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T14:45:00Z,30.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T14:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T15:00:00Z,2.98,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T15:00:00Z,4.13,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T15:00:00Z,2.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T15:00:00Z,1.47,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T15:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T15:45:00Z,2.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T16:00:00Z,2.86,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T16:00:00Z,2.89,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T16:00:00Z,2.9,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T16:00:00Z,1.55,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T16:45:00Z,33.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T16:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T17:00:00Z,2.61,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T17:00:00Z,2.12,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T17:00:00Z,2.9,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T17:00:00Z,3.8,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T17:45:00Z,27.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T17:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T18:00:00Z,2.38,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T18:00:00Z,2.19,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T18:00:00Z,2.81,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T18:00:00Z,1.43,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T18:45:00Z,27.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T18:45:00Z,6.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T19:00:00Z,2.34,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T19:00:00Z,2.31,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T19:00:00Z,3.59,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T19:00:00Z,1.43,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T19:45:00Z,36.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T19:45:00Z,7.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T20:00:00Z,2.37,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T20:00:00Z,2.06,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T20:00:00Z,2.95,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T20:00:00Z,1.55,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T20:45:00Z,34.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T20:45:00Z,8.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T21:00:00Z,2.46,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T21:00:00Z,2.15,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T21:00:00Z,3.59,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T21:00:00Z,1.45,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T21:45:00Z,41.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T21:45:00Z,17.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-08T22:00:00Z,2.45,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-08T22:00:00Z,1.97,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-08T22:00:00Z,3.4,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-08T22:00:00Z,1.48,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T22:45:00Z,34.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T22:45:00Z,14.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-08T23:45:00Z,33.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-08T23:45:00Z,8.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T00:45:00Z,33.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T00:45:00Z,7.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T01:45:00Z,22.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T01:45:00Z,6.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T02:45:00Z,20.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T02:45:00Z,5.0,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T03:45:00Z,25.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T03:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-09T04:00:00Z,4.01,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-09T04:00:00Z,1.89,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-09T04:00:00Z,3.04,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-09T04:00:00Z,1.42,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T04:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T04:45:00Z,3.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-09T05:00:00Z,4.75,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-09T05:00:00Z,2.26,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-09T05:00:00Z,3.03,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-09T05:00:00Z,1.49,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T05:45:00Z,17.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T05:45:00Z,5.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-09T06:00:00Z,3.64,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-09T06:00:00Z,2.37,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-09T06:00:00Z,3.05,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-09T06:00:00Z,1.53,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T06:45:00Z,19.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T06:45:00Z,4.0,1111122 
SCCF RECON,ioos:station:SCCF:11,26.4679,-82.0631,2018-08-09T07:00:00Z,3.19,1111122 
SCCF RECON,ioos:station:SCCF:13,26.5255,-82.0032,2018-08-09T07:00:00Z,1.84,1111122 
SCCF RECON,ioos:station:SCCF:18,26.6955,-81.8138,2018-08-09T07:00:00Z,2.82,1111122 
SCCF RECON,ioos:station:SCCF:56,26.4645,-82.1044,2018-08-09T07:00:00Z,1.63,1111122 
NERRS,ioos:station:NOAA.NERRS:apaebwq,29.7858,-84.8752,2018-08-09T07:45:00Z,18.0,1111122 
NERRS,ioos:station:NOAA.NERRS:rkblhwq,26.0257,-81.7332,2018-08-09T07:45:00Z,6.0,1111122 
