network,platform,latitude,longitude,date,air_pressure(mBar),qcFlag 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T03:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T03:00:00Z,1018.05,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T03:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T03:09:00Z,1014.46,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T03:09:00Z,1019.63,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T03:09:00Z,1025.34,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T03:30:00Z,1018.12,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T03:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T03:30:00Z,1018.29,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T03:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T03:39:00Z,1015.03,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T03:39:00Z,1019.88,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T03:39:00Z,1025.41,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T04:00:00Z,1019.7,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T04:00:00Z,1020.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T04:00:00Z,1018.9,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T04:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T04:00:00Z,1018.2,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T04:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T04:00:00Z,1018.38,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T04:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T04:09:00Z,1015.22,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T04:09:00Z,1020.07,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T04:09:00Z,1025.34,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T04:30:00Z,1017.96,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T04:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T04:30:00Z,1018.23,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T04:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T04:39:00Z,1015.15,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T04:39:00Z,1020.14,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T04:40:00Z,1025.34,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T05:00:00Z,1019.7,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T05:00:00Z,1020.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T05:00:00Z,1018.4,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T05:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T05:00:00Z,1017.9,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T05:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T05:00:00Z,1018.11,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T05:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T05:09:00Z,1015.03,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T05:09:00Z,1019.95,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T05:09:00Z,1025.09,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T05:30:00Z,1017.82,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T05:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T05:30:00Z,1018.32,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T05:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T05:39:00Z,1014.9,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T05:39:00Z,1019.88,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T05:40:00Z,1025.28,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T06:00:00Z,1019.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T06:00:00Z,1019.7,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T06:00:00Z,1017.8,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T06:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T06:00:00Z,1017.66,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T06:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T06:00:00Z,1018.13,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T06:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T06:09:00Z,1014.84,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T06:09:00Z,1019.82,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T06:09:00Z,1025.21,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T06:30:00Z,1017.56,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T06:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T06:30:00Z,1017.91,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T06:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T06:39:00Z,1014.46,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T06:39:00Z,1019.63,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T06:39:00Z,1024.96,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T07:00:00Z,1019.0,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T07:00:00Z,1019.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T07:00:00Z,1017.1,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T07:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T07:00:00Z,1017.55,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T07:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T07:00:00Z,1017.74,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T07:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T07:09:00Z,1014.26,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T07:09:00Z,1019.25,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T07:10:00Z,1024.71,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T07:30:00Z,1017.44,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T07:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T07:30:00Z,1017.38,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T07:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T07:39:00Z,1014.07,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T07:39:00Z,1019.31,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T07:39:00Z,1024.39,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T08:00:00Z,1018.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T08:00:00Z,1018.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T08:00:00Z,1017.0,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T08:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T08:00:00Z,1017.33,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T08:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T08:00:00Z,1017.54,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T08:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T08:09:00Z,1014.01,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T08:09:00Z,1018.99,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T08:09:00Z,1024.52,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T08:30:00Z,1017.14,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T08:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T08:30:00Z,1017.53,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T08:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T08:39:00Z,1013.88,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T08:39:00Z,1018.87,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T08:39:00Z,1024.45,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T09:00:00Z,1018.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T09:00:00Z,1018.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T09:00:00Z,1017.3,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T09:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T09:00:00Z,1017.03,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T09:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T09:00:00Z,1017.09,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T09:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T09:09:00Z,1013.5,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T09:09:00Z,1018.68,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T09:09:00Z,1024.2,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T09:30:00Z,1017.06,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T09:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T09:30:00Z,1016.8,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T09:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T09:39:00Z,1013.44,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T09:39:00Z,1018.42,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T09:39:00Z,1023.88,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T10:00:00Z,1018.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T10:00:00Z,1018.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T10:00:00Z,1016.9,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T10:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T10:00:00Z,1016.96,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T10:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T10:00:00Z,1016.7,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T10:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T10:09:00Z,1013.25,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T10:09:00Z,1018.42,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T10:09:00Z,1023.88,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T10:30:00Z,1017.01,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T10:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T10:30:00Z,1016.8,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T10:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T10:39:00Z,1013.44,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T10:39:00Z,1018.42,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T10:39:00Z,1023.95,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T11:00:00Z,1018.6,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T11:00:00Z,1018.6,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T11:00:00Z,1017.1,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T11:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T11:00:00Z,1017.11,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T11:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T11:00:00Z,1017.03,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T11:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T11:09:00Z,1013.76,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T11:09:00Z,1018.68,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T11:09:00Z,1024.14,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T11:30:00Z,1017.36,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T11:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T11:30:00Z,1017.33,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T11:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T11:39:00Z,1014.07,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T11:39:00Z,1019.12,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T11:39:00Z,1024.26,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T12:00:00Z,1019.0,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T12:00:00Z,1019.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T12:00:00Z,1017.4,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T12:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T12:00:00Z,1017.85,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T12:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T12:00:00Z,1017.81,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T12:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T12:09:00Z,1014.52,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T12:09:00Z,1019.31,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T12:09:00Z,1024.9,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T12:30:00Z,1018.11,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T12:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T12:30:00Z,1018.07,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T12:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T12:39:00Z,1014.9,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T12:39:00Z,1019.76,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T12:39:00Z,1025.09,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T13:00:00Z,1019.7,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T13:00:00Z,1019.7,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T13:00:00Z,1018.2,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T13:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T13:00:00Z,1018.46,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T13:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T13:00:00Z,1018.36,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T13:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T13:09:00Z,1015.28,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T13:09:00Z,1020.26,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T13:09:00Z,1025.28,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T13:30:00Z,1018.71,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T13:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T13:30:00Z,1018.57,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T13:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T13:39:00Z,1015.6,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T13:39:00Z,1020.39,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T13:39:00Z,1025.47,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T14:00:00Z,1020.0,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T14:00:00Z,1020.0,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T14:00:00Z,1019.0,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T14:00:00Z,1018.94,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T14:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T14:00:00Z,1018.81,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T14:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T14:09:00Z,1015.79,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T14:09:00Z,1020.77,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T14:09:00Z,1025.79,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T14:30:00Z,1019.25,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T14:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T14:30:00Z,1019.11,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T14:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T14:39:00Z,1015.85,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T14:39:00Z,1020.77,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T14:39:00Z,1026.04,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T15:00:00Z,1020.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T15:00:00Z,1020.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T15:00:00Z,1019.5,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T15:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T15:00:00Z,1019.33,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T15:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T15:00:00Z,1019.32,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T15:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T15:09:00Z,1016.04,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T15:09:00Z,1020.96,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T15:09:00Z,1026.29,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T15:30:00Z,1019.43,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T15:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T15:30:00Z,1019.44,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T15:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T15:39:00Z,1016.11,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T15:39:00Z,1021.09,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T15:39:00Z,1026.23,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T16:00:00Z,1020.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T16:00:00Z,1020.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T16:00:00Z,1019.8,11111222 
LUMCON,ioos:station:LUMCON:103,30.1889,-90.1683,2005-08-16T16:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T16:00:00Z,1019.55,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T16:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T16:00:00Z,1019.48,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T16:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T16:09:00Z,1016.42,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T16:09:00Z,1021.22,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T16:09:00Z,1026.23,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T16:30:00Z,1019.57,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T16:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T16:30:00Z,1019.39,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T16:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T16:39:00Z,1016.36,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T16:39:00Z,1021.15,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T16:39:00Z,1026.36,11111222 
ADCP,ioos:station:wmo:42361,27.5500,-92.4900,2005-08-16T17:00:00Z,1020.3,11111222 
ADCP,ioos:station:wmo:42362,27.7950,-90.6480,2005-08-16T17:00:00Z,1020.3,11111222 
LUMCON,ioos:station:LUMCON:101,29.2533,-90.6633,2005-08-16T17:00:00Z,1019.5,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T17:00:00Z,1019.57,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T17:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T17:00:00Z,1019.41,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T17:00:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T17:09:00Z,1016.42,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T17:09:00Z,1021.28,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T17:09:00Z,1026.36,11111222 
TABS,ioos:station:wmo:42043,28.9818,-94.9186,2005-08-16T17:30:00Z,1019.39,11111222 
TABS,ioos:station:wmo:42045,26.2168,-96.4998,2005-08-16T17:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42046,27.8903,-94.0367,2005-08-16T17:30:00Z,1019.33,11111222 
TABS,ioos:station:wmo:42047,27.8966,-93.5973,2005-08-16T17:30:00Z,9999.0,11144222 
TABS,ioos:station:wmo:42044,26.1914,-97.0507,2005-08-16T17:39:00Z,1016.49,11111222 
